session_id,config_id,browser_profile,mux_mode,parallel,padding_mode,resolver_mode,success,pcap_file,browser_log,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20,holdout_strict_unseen_proxy_probability,holdout_strict_unseen_proxy_label_050
RQ7_CONFIRM_baseline_default_off_11,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_11.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_11_browser.json,21609,69,35,34,0,10618,4831,15449,1.139084,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9998835701330305,1
RQ7_CONFIRM_baseline_default_off_12,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_12.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_12_browser.json,21937,72,37,35,0,10682,4831,15513,1.144409,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9998835701330305,1
RQ7_CONFIRM_baseline_default_off_13,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_13.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_13_browser.json,21545,69,35,34,0,10554,4831,15385,1.14453,44,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9600151364756181,1
RQ7_CONFIRM_baseline_default_off_14,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_14.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_14_browser.json,21633,70,36,34,0,10554,4831,15385,1.143213,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9600151364756181,1
RQ7_CONFIRM_baseline_default_off_15,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_15.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_15_browser.json,21665,70,36,34,0,10586,4831,15417,1.142199,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9980151364756181,1
RQ7_CONFIRM_baseline_default_off_16,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_16.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_16_browser.json,21305,67,34,33,0,10490,4831,15321,1.14148,42,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,0.9577810232583736,1
RQ7_CONFIRM_baseline_default_off_17,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_17.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_17_browser.json,21577,69,35,34,0,10586,4831,15417,1.141105,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9980151364756181,1
RQ7_CONFIRM_baseline_default_off_18,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_18.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_18_browser.json,21625,71,37,34,0,10458,4831,15289,1.142971,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9579688632358109,1
RQ7_CONFIRM_baseline_default_off_19,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_19.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_19_browser.json,21481,69,35,34,0,10490,4831,15321,1.143154,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9571603491450514,1
RQ7_CONFIRM_baseline_default_off_20,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_20.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_20_browser.json,21545,69,35,34,0,10554,4831,15385,1.141477,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9600151364756181,1
RQ7_CONFIRM_baseline_default_off_21,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_21.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_21_browser.json,21449,69,35,34,0,10458,4831,15289,1.14448,42,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9579688632358109,1
RQ7_CONFIRM_baseline_default_off_22,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_22.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_22_browser.json,21569,70,36,34,0,10490,4831,15321,1.139051,42,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9579688632358109,1
RQ7_CONFIRM_baseline_default_off_23,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_23.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_23_browser.json,21545,69,35,34,0,10554,4831,15385,1.141934,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9592066223848585,1
RQ7_CONFIRM_baseline_default_off_24,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_24.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_24_browser.json,21209,67,34,33,0,10394,4831,15225,1.144279,42,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.889150544884431,1
RQ7_CONFIRM_baseline_default_off_25,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_25.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_25_browser.json,21577,69,35,34,0,10586,4831,15417,1.144272,46,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9980151364756181,1
RQ7_CONFIRM_baseline_default_off_26,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_26.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_26_browser.json,21545,69,36,33,0,10554,4831,15385,1.146769,46,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2094,0.9592302196034455,1
RQ7_CONFIRM_baseline_default_off_27,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_27.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_27_browser.json,21593,71,36,35,0,10426,4831,15257,1.140293,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9410829034928776,1
RQ7_CONFIRM_baseline_default_off_28,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_28.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_28_browser.json,21513,69,35,34,0,10522,4831,15353,1.141719,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9579688632358109,1
RQ7_CONFIRM_baseline_default_off_29,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_29.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_29_browser.json,21665,70,36,34,0,10586,4831,15417,1.145373,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9980151364756181,1
RQ7_CONFIRM_baseline_default_off_30,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_30.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_30_browser.json,21273,67,34,33,0,10458,4831,15289,1.141588,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9563123081375111,1
RQ7_CONFIRM_baseline_default_off_31,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_31.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_31_browser.json,21433,67,34,33,0,10618,4831,15449,1.142839,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9990355291254901,1
RQ7_CONFIRM_baseline_default_off_32,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_32.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_32_browser.json,21577,69,35,34,0,10586,4831,15417,1.146946,40,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2030,0.9968779694292424,1
RQ7_CONFIRM_baseline_default_off_33,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_33.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_33_browser.json,21425,68,35,33,0,10522,4831,15353,1.146236,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,0.9577233865672006,1
RQ7_CONFIRM_baseline_default_off_34,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_34.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_34_browser.json,21649,72,36,36,0,10394,4831,15225,1.14966,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.888747920266685,1
RQ7_CONFIRM_baseline_default_off_35,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_35.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_35_browser.json,21305,67,34,33,0,10490,4831,15321,1.142591,44,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9571208222282706,1
RQ7_CONFIRM_baseline_default_off_36,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_36.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_36_browser.json,21545,69,35,34,0,10554,4831,15385,1.144784,40,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2062,0.9574166987834879,1
RQ7_CONFIRM_baseline_default_off_37,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_37.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_37_browser.json,21537,70,36,34,0,10458,4831,15289,1.140335,44,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,-366,0,0,0,0,0.9576453338240462,1
RQ7_CONFIRM_baseline_default_off_38,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_38.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_38_browser.json,21537,70,36,34,0,10458,4831,15289,1.143674,48,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9567216018587791,1
RQ7_CONFIRM_baseline_default_off_39,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_39.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_39_browser.json,21305,67,34,33,0,10490,4831,15321,1.140609,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,0.956120320346415,1
RQ7_CONFIRM_baseline_default_off_40,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_40.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_40_browser.json,21609,69,35,34,0,10618,4831,15449,1.144017,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2094,0.9992700210096604,1
RQ7_CONFIRM_baseline_default_off_41,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_41.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_41_browser.json,21337,67,34,33,0,10522,4831,15353,1.141272,46,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9559240728433934,1
RQ7_CONFIRM_baseline_default_off_42,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_42.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_42_browser.json,21609,69,35,34,0,10618,4831,15449,1.144226,40,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2062,0.9991032658317529,1
RQ7_CONFIRM_baseline_default_off_43,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_43.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_43_browser.json,21513,69,35,34,0,10522,4831,15353,1.142944,46,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9567721138509339,1
RQ7_CONFIRM_baseline_default_off_44,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_44.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_44_browser.json,21681,72,37,35,0,10426,4831,15257,1.140269,46,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9406946681987599,1
RQ7_CONFIRM_baseline_default_off_45,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_45.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_45_browser.json,21513,69,35,34,0,10522,4831,15353,1.145116,40,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,-366,0,0,0,0,0.9568338418040332,1
RQ7_CONFIRM_baseline_default_off_46,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_46.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_46_browser.json,21273,67,34,33,0,10458,4831,15289,1.139046,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9571208222282706,1
RQ7_CONFIRM_baseline_default_off_47,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_47.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_47_browser.json,21457,68,35,33,0,10554,4831,15385,1.144308,40,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,0.9590634644255378,1
RQ7_CONFIRM_baseline_default_off_48,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_48.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_48_browser.json,21505,70,36,34,0,10426,4831,15257,1.146175,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9407181976105247,1
RQ7_CONFIRM_baseline_default_off_49,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_49.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_49_browser.json,21481,69,35,34,0,10490,4831,15321,1.1418,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,0.9571603491450514,1
RQ7_CONFIRM_baseline_default_off_50,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_50.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_50_browser.json,21369,67,34,33,0,10554,4831,15385,1.139078,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,0,0.9598302291759742,1
RQ7_CONFIRM_camouflaged_c2_p1_01,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_01.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_01_browser.json,20585,56,28,28,0,10648,4969,15617,0.184586,34,0,0,0,1800,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.7208018566450798,1
RQ7_CONFIRM_camouflaged_c2_p1_02,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_02.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_02_browser.json,20089,50,26,24,0,10712,4937,15649,0.197929,28,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-582,-6,0,0,6,2052,0.5816042866619132,1
RQ7_CONFIRM_camouflaged_c2_p1_03,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_03.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_03_browser.json,20153,52,26,26,0,10584,4953,15537,0.190154,32,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-582,0,-6,0,6,2020,0.6053552670540701,1
RQ7_CONFIRM_camouflaged_c2_p1_04,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_04.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_04_browser.json,20417,53,27,26,0,10736,4977,15713,0.188321,34,0,0,0,1832,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.7048018566450798,1
RQ7_CONFIRM_camouflaged_c2_p1_05,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_05.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_05_browser.json,20897,58,29,29,0,10776,4977,15753,0.183114,34,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.7248018566450798,1
RQ7_CONFIRM_camouflaged_c2_p1_06,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_06.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_06_browser.json,20193,52,26,26,0,10616,4961,15577,0.189476,30,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,-6,0,0,0.6050105302119648,1
RQ7_CONFIRM_camouflaged_c2_p1_07,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_07.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_07_browser.json,20441,53,27,26,0,10776,4961,15737,0.183895,30,0,0,0,1800,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,-6,0,0,0.608657589035494,1
RQ7_CONFIRM_camouflaged_c2_p1_08,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_08.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_08_browser.json,20481,54,27,27,0,10712,4977,15689,0.190767,38,0,0,0,1736,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.7108018566450798,1
RQ7_CONFIRM_camouflaged_c2_p1_09,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_09.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_09_browser.json,20193,50,25,25,0,10800,4953,15753,0.191965,32,0,0,0,1800,0,-1377,0,88,687,0,-263,0,-263,0,-582,0,-6,0,6,2052,0.6036042866619132,1
RQ7_CONFIRM_camouflaged_c2_p1_10,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_10.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_10_browser.json,20313,52,26,26,0,10744,4953,15697,0.189412,34,0,0,0,1832,0,-1377,0,88,687,0,-263,0,-263,0,-582,0,-6,0,6,2084,0.7044512569742015,1
RQ7_CONFIRM_camouflaged_c2_p1_11,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_11.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_11_browser.json,20497,54,27,27,0,10744,4961,15705,0.187201,36,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-582,0,-6,0,6,2084,0.7144512569742015,1
RQ7_CONFIRM_camouflaged_c2_p1_12,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_12.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_12_browser.json,20649,56,28,28,0,10712,4969,15681,0.200795,34,0,0,0,1800,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.7208018566450798,1
RQ7_CONFIRM_camouflaged_c2_p1_13,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_13.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_13_browser.json,20353,52,26,26,0,10768,4969,15737,0.187664,34,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.7008018566450798,1
